sample,DF1,DF2,TDF2,CASCADE
1100,-0.0000000062,-0.0000000062,-0.0000000062,-0.0000000062
1101,-0.0000000083,-0.0000000083,-0.0000000083,-0.0000000083
1102,-0.0000000098,-0.0000000098,-0.0000000098,-0.0000000098
1103,-0.0000000107,-0.0000000107,-0.0000000107,-0.0000000106
1104,-0.0000000107,-0.0000000107,-0.0000000107,-0.0000000107
1105,-0.0000000101,-0.0000000101,-0.0000000101,-0.0000000100
1106,-0.0000000087,-0.0000000087,-0.0000000088,-0.0000000087
1107,-0.0000000069,-0.0000000069,-0.0000000069,-0.0000000068
1108,-0.0000000046,-0.0000000046,-0.0000000046,-0.0000000045
1109,-0.0000000020,-0.0000000020,-0.0000000020,-0.0000000020
1110,0.0000000006,0.0000000006,0.0000000006,0.0000000006
1111,0.0000000031,0.0000000031,0.0000000031,0.0000000031
1112,0.0000000054,0.0000000053,0.0000000053,0.0000000053
1113,0.0000000072,0.0000000072,0.0000000072,0.0000000071
1114,0.0000000084,0.0000000084,0.0000000084,0.0000000084
1115,0.0000000091,0.0000000091,0.0000000091,0.0000000091
1116,0.0000000091,0.0000000091,0.0000000091,0.0000000091
1117,0.0000000086,0.0000000085,0.0000000086,0.0000000085
1118,0.0000000074,0.0000000074,0.0000000074,0.0000000073
1119,0.0000000058,0.0000000058,0.0000000058,0.0000000057
1120,0.0000000038,0.0000000038,0.0000000038,0.0000000038
1121,0.0000000016,0.0000000016,0.0000000016,0.0000000016
1122,-0.0000000006,-0.0000000006,-0.0000000006,-0.0000000006
1123,-0.0000000027,-0.0000000027,-0.0000000027,-0.0000000027
1124,-0.0000000046,-0.0000000046,-0.0000000046,-0.0000000046
1125,-0.0000000062,-0.0000000062,-0.0000000062,-0.0000000061
1126,-0.0000000072,-0.0000000072,-0.0000000072,-0.0000000072
1127,-0.0000000078,-0.0000000078,-0.0000000078,-0.0000000077
1128,-0.0000000078,-0.0000000078,-0.0000000078,-0.0000000077
1129,-0.0000000073,-0.0000000073,-0.0000000073,-0.0000000072
1130,-0.0000000063,-0.0000000063,-0.0000000063,-0.0000000062
1131,-0.0000000049,-0.0000000049,-0.0000000049,-0.0000000048
1132,-0.0000000032,-0.0000000032,-0.0000000032,-0.0000000031
1133,-0.0000000013,-0.0000000013,-0.0000000013,-0.0000000013
1134,0.0000000006,0.0000000006,0.0000000006,0.0000000006
1135,0.0000000024,0.0000000024,0.0000000024,0.0000000024
1136,0.0000000040,0.0000000040,0.0000000040,0.0000000040
1137,0.0000000053,0.0000000053,0.0000000053,0.0000000053
1138,0.0000000062,0.0000000062,0.0000000062,0.0000000062
1139,0.0000000066,0.0000000066,0.0000000066,0.0000000066
1140,0.0000000066,0.0000000066,0.0000000066,0.0000000066
1141,0.0000000062,0.0000000062,0.0000000062,0.0000000061
1142,0.0000000053,0.0000000053,0.0000000053,0.0000000052
1143,0.0000000041,0.0000000041,0.0000000041,0.0000000040
1144,0.0000000026,0.0000000026,0.0000000026,0.0000000026
1145,0.0000000010,0.0000000010,0.0000000010,0.0000000010
1146,-0.0000000006,-0.0000000006,-0.0000000006,-0.0000000006
1147,-0.0000000021,-0.0000000021,-0.0000000021,-0.0000000021
1148,-0.0000000035,-0.0000000035,-0.0000000035,-0.0000000035
1149,-0.0000000046,-0.0000000046,-0.0000000046,-0.0000000045
1150,-0.0000000053,-0.0000000053,-0.0000000053,-0.0000000053
1151,-0.0000000057,-0.0000000057,-0.0000000057,-0.0000000056
1152,-0.0000000056,-0.0000000056,-0.0000000056,-0.0000000056
1153,-0.0000000052,-0.0000000052,-0.0000000052,-0.0000000052
1154,-0.0000000045,-0.0000000045,-0.0000000045,-0.0000000044
1155,-0.0000000034,-0.0000000034,-0.0000000034,-0.0000000034
1156,-0.0000000022,-0.0000000022,-0.0000000022,-0.0000000022
1157,-0.0000000008,-0.0000000008,-0.0000000008,-0.0000000008
1158,0.0000000006,0.0000000006,0.0000000006,0.0000000006
1159,0.0000000019,0.0000000019,0.0000000019,0.0000000019
1160,0.0000000030,0.0000000030,0.0000000030,0.0000000030
1161,0.0000000039,0.0000000039,0.0000000039,0.0000000039
1162,0.0000000045,0.0000000045,0.0000000045,0.0000000045
1163,0.0000000048,0.0000000048,0.0000000048,0.0000000048
1164,0.0000000048,0.0000000048,0.0000000048,0.0000000048
1165,0.0000000044,0.0000000044,0.0000000044,0.0000000044
1166,0.0000000038,0.0000000038,0.0000000038,0.0000000037
1167,0.0000000029,0.0000000029,0.0000000029,0.0000000029
1168,0.0000000018,0.0000000018,0.0000000018,0.0000000018
1169,0.0000000006,0.0000000006,0.0000000007,0.0000000006
1170,-0.0000000005,-0.0000000005,-0.0000000005,-0.0000000005
1171,-0.0000000016,-0.0000000016,-0.0000000016,-0.0000000016
1172,-0.0000000026,-0.0000000026,-0.0000000026,-0.0000000026
1173,-0.0000000034,-0.0000000034,-0.0000000034,-0.0000000034
1174,-0.0000000039,-0.0000000039,-0.0000000039,-0.0000000039
1175,-0.0000000041,-0.0000000041,-0.0000000041,-0.0000000041
1176,-0.0000000041,-0.0000000041,-0.0000000041,-0.0000000041
1177,-0.0000000038,-0.0000000038,-0.0000000038,-0.0000000037
1178,-0.0000000032,-0.0000000032,-0.0000000032,-0.0000000032
1179,-0.0000000024,-0.0000000024,-0.0000000024,-0.0000000024
1180,-0.0000000015,-0.0000000015,-0.0000000015,-0.0000000015
1181,-0.0000000005,-0.0000000005,-0.0000000005,-0.0000000005
1182,0.0000000005,0.0000000005,0.0000000005,0.0000000005
1183,0.0000000014,0.0000000014,0.0000000014,0.0000000014
1184,0.0000000023,0.0000000023,0.0000000023,0.0000000022
1185,0.0000000029,0.0000000029,0.0000000029,0.0000000029
1186,0.0000000033,0.0000000033,0.0000000033,0.0000000033
1187,0.0000000035,0.0000000035,0.0000000035,0.0000000035
1188,0.0000000035,0.0000000035,0.0000000035,0.0000000034
1189,0.0000000032,0.0000000032,0.0000000032,0.0000000032
1190,0.0000000027,0.0000000027,0.0000000027,0.0000000027
1191,0.0000000020,0.0000000020,0.0000000020,0.0000000020
1192,0.0000000012,0.0000000012,0.0000000012,0.0000000012
1193,0.0000000004,0.0000000004,0.0000000004,0.0000000004
1194,-0.0000000005,-0.0000000005,-0.0000000005,-0.0000000005
1195,-0.0000000013,-0.0000000013,-0.0000000013,-0.0000000013
1196,-0.0000000019,-0.0000000019,-0.0000000019,-0.0000000019
1197,-0.0000000025,-0.0000000025,-0.0000000025,-0.0000000025
1198,-0.0000000028,-0.0000000028,-0.0000000028,-0.0000000028
1199,-0.0000000030,-0.0000000030,-0.0000000030,-0.0000000030
1200,-0.0000000030,-0.0000000030,-0.0000000030,-0.0000000029
1201,-0.0000000027,-0.0000000027,-0.0000000027,-0.0000000027
1202,-0.0000000023,-0.0000000023,-0.0000000023,-0.0000000023
1203,-0.0000000017,-0.0000000017,-0.0000000017,-0.0000000017
1204,-0.0000000010,-0.0000000010,-0.0000000010,-0.0000000010
1205,-0.0000000003,-0.0000000003,-0.0000000003,-0.0000000003
1206,0.0000000004,0.0000000004,0.0000000004,0.0000000004
1207,0.0000000011,0.0000000011,0.0000000011,0.0000000011
1208,0.0000000017,0.0000000017,0.0000000017,0.0000000017
1209,0.0000000021,0.0000000021,0.0000000021,0.0000000021
1210,0.0000000024,0.0000000024,0.0000000024,0.0000000024
1211,0.0000000026,0.0000000026,0.0000000026,0.0000000025
1212,0.0000000025,0.0000000025,0.0000000025,0.0000000025
1213,0.0000000023,0.0000000023,0.0000000023,0.0000000023
1214,0.0000000019,0.0000000019,0.0000000019,0.0000000019
1215,0.0000000014,0.0000000014,0.0000000014,0.0000000014
1216,0.0000000009,0.0000000009,0.0000000009,0.0000000008
1217,0.0000000002,0.0000000002,0.0000000002,0.0000000002
1218,-0.0000000004,-0.0000000004,-0.0000000004,-0.0000000004
1219,-0.0000000010,-0.0000000010,-0.0000000010,-0.0000000010
1220,-0.0000000015,-0.0000000015,-0.0000000015,-0.0000000014
1221,-0.0000000018,-0.0000000018,-0.0000000018,-0.0000000018
1222,-0.0000000021,-0.0000000021,-0.0000000021,-0.0000000021
1223,-0.0000000022,-0.0000000022,-0.0000000022,-0.0000000022
1224,-0.0000000021,-0.0000000021,-0.0000000021,-0.0000000021
1225,-0.0000000019,-0.0000000019,-0.0000000019,-0.0000000019
1226,-0.0000000016,-0.0000000016,-0.0000000016,-0.0000000016
1227,-0.0000000012,-0.0000000012,-0.0000000012,-0.0000000012
1228,-0.0000000007,-0.0000000007,-0.0000000007,-0.0000000007
1229,-0.0000000002,-0.0000000002,-0.0000000002,-0.0000000002
1230,0.0000000004,0.0000000003,0.0000000003,0.0000000004
1231,0.0000000008,0.0000000008,0.0000000008,0.0000000008
1232,0.0000000013,0.0000000013,0.0000000013,0.0000000013
1233,0.0000000016,0.0000000016,0.0000000016,0.0000000016
1234,0.0000000018,0.0000000018,0.0000000018,0.0000000018
1235,0.0000000019,0.0000000019,0.0000000019,0.0000000019
1236,0.0000000018,0.0000000018,0.0000000018,0.0000000018
1237,0.0000000016,0.0000000016,0.0000000016,0.0000000016
1238,0.0000000014,0.0000000014,0.0000000014,0.0000000014
1239,0.0000000010,0.0000000010,0.0000000010,0.0000000010
1240,0.0000000006,0.0000000006,0.0000000006,0.0000000006
1241,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1242,-0.0000000003,-0.0000000003,-0.0000000003,-0.0000000003
1243,-0.0000000007,-0.0000000007,-0.0000000007,-0.0000000007
1244,-0.0000000011,-0.0000000011,-0.0000000011,-0.0000000011
1245,-0.0000000014,-0.0000000014,-0.0000000014,-0.0000000013
1246,-0.0000000015,-0.0000000015,-0.0000000015,-0.0000000015
1247,-0.0000000016,-0.0000000016,-0.0000000016,-0.0000000016
1248,-0.0000000015,-0.0000000015,-0.0000000015,-0.0000000015
1249,-0.0000000014,-0.0000000014,-0.0000000014,-0.0000000014
1250,-0.0000000012,-0.0000000012,-0.0000000012,-0.0000000011
1251,-0.0000000008,-0.0000000008,-0.0000000008,-0.0000000008
1252,-0.0000000005,-0.0000000005,-0.0000000005,-0.0000000005
1253,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1254,0.0000000003,0.0000000003,0.0000000003,0.0000000003
1255,0.0000000006,0.0000000006,0.0000000006,0.0000000006
1256,0.0000000009,0.0000000009,0.0000000009,0.0000000009
1257,0.0000000012,0.0000000012,0.0000000012,0.0000000012
1258,0.0000000013,0.0000000013,0.0000000013,0.0000000013
1259,0.0000000014,0.0000000014,0.0000000014,0.0000000013
1260,0.0000000013,0.0000000013,0.0000000013,0.0000000013
1261,0.0000000012,0.0000000012,0.0000000012,0.0000000012
1262,0.0000000010,0.0000000010,0.0000000010,0.0000000010
1263,0.0000000007,0.0000000007,0.0000000007,0.0000000007
1264,0.0000000004,0.0000000004,0.0000000004,0.0000000004
1265,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1266,-0.0000000003,-0.0000000003,-0.0000000003,-0.0000000003
1267,-0.0000000006,-0.0000000006,-0.0000000006,-0.0000000006
1268,-0.0000000008,-0.0000000008,-0.0000000008,-0.0000000008
1269,-0.0000000010,-0.0000000010,-0.0000000010,-0.0000000010
1270,-0.0000000011,-0.0000000011,-0.0000000011,-0.0000000011
1271,-0.0000000012,-0.0000000012,-0.0000000012,-0.0000000011
1272,-0.0000000011,-0.0000000011,-0.0000000011,-0.0000000011
1273,-0.0000000010,-0.0000000010,-0.0000000010,-0.0000000010
1274,-0.0000000008,-0.0000000008,-0.0000000008,-0.0000000008
1275,-0.0000000006,-0.0000000006,-0.0000000006,-0.0000000006
1276,-0.0000000003,-0.0000000003,-0.0000000003,-0.0000000003
1277,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1278,0.0000000002,0.0000000002,0.0000000002,0.0000000002
1279,0.0000000005,0.0000000005,0.0000000005,0.0000000005
1280,0.0000000007,0.0000000007,0.0000000007,0.0000000007
1281,0.0000000009,0.0000000009,0.0000000009,0.0000000009
1282,0.0000000010,0.0000000010,0.0000000010,0.0000000009
1283,0.0000000010,0.0000000010,0.0000000010,0.0000000010
1284,0.0000000009,0.0000000009,0.0000000009,0.0000000009
1285,0.0000000008,0.0000000008,0.0000000008,0.0000000008
1286,0.0000000007,0.0000000007,0.0000000007,0.0000000007
1287,0.0000000005,0.0000000005,0.0000000005,0.0000000005
1288,0.0000000003,0.0000000003,0.0000000003,0.0000000003
1289,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1290,-0.0000000002,-0.0000000002,-0.0000000002,-0.0000000002
1291,-0.0000000004,-0.0000000004,-0.0000000004,-0.0000000004
1292,-0.0000000006,-0.0000000006,-0.0000000006,-0.0000000006
1293,-0.0000000007,-0.0000000007,-0.0000000007,-0.0000000007
1294,-0.0000000008,-0.0000000008,-0.0000000008,-0.0000000008
1295,-0.0000000008,-0.0000000008,-0.0000000008,-0.0000000008
1296,-0.0000000008,-0.0000000008,-0.0000000008,-0.0000000008
1297,-0.0000000007,-0.0000000007,-0.0000000007,-0.0000000007
1298,-0.0000000006,-0.0000000006,-0.0000000006,-0.0000000006
1299,-0.0000000004,-0.0000000004,-0.0000000004,-0.0000000004
1300,-0.0000000002,-0.0000000002,-0.0000000002,-0.0000000002
1301,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1302,0.0000000002,0.0000000002,0.0000000002,0.0000000002
1303,0.0000000004,0.0000000004,0.0000000004,0.0000000004
1304,0.0000000005,0.0000000005,0.0000000005,0.0000000005
1305,0.0000000006,0.0000000006,0.0000000006,0.0000000006
1306,0.0000000007,0.0000000007,0.0000000007,0.0000000007
1307,0.0000000007,0.0000000007,0.0000000007,0.0000000007
1308,0.0000000007,0.0000000007,0.0000000007,0.0000000007
1309,0.0000000006,0.0000000006,0.0000000006,0.0000000006
1310,0.0000000005,0.0000000005,0.0000000005,0.0000000005
1311,0.0000000003,0.0000000003,0.0000000003,0.0000000003
1312,0.0000000002,0.0000000002,0.0000000002,0.0000000002
1313,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1314,-0.0000000002,-0.0000000002,-0.0000000002,-0.0000000002
1315,-0.0000000003,-0.0000000003,-0.0000000003,-0.0000000003
1316,-0.0000000004,-0.0000000004,-0.0000000004,-0.0000000004
1317,-0.0000000005,-0.0000000005,-0.0000000005,-0.0000000005
1318,-0.0000000006,-0.0000000006,-0.0000000006,-0.0000000006
1319,-0.0000000006,-0.0000000006,-0.0000000006,-0.0000000006
1320,-0.0000000006,-0.0000000006,-0.0000000006,-0.0000000006
1321,-0.0000000005,-0.0000000005,-0.0000000005,-0.0000000005
1322,-0.0000000004,-0.0000000004,-0.0000000004,-0.0000000004
1323,-0.0000000003,-0.0000000003,-0.0000000003,-0.0000000003
1324,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1325,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1326,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1327,0.0000000003,0.0000000003,0.0000000003,0.0000000003
1328,0.0000000004,0.0000000004,0.0000000004,0.0000000004
1329,0.0000000005,0.0000000005,0.0000000005,0.0000000005
1330,0.0000000005,0.0000000005,0.0000000005,0.0000000005
1331,0.0000000005,0.0000000005,0.0000000005,0.0000000005
1332,0.0000000005,0.0000000005,0.0000000005,0.0000000005
1333,0.0000000004,0.0000000004,0.0000000004,0.0000000004
1334,0.0000000003,0.0000000003,0.0000000003,0.0000000003
1335,0.0000000002,0.0000000002,0.0000000002,0.0000000002
1336,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1337,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1338,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1339,-0.0000000002,-0.0000000002,-0.0000000002,-0.0000000002
1340,-0.0000000003,-0.0000000003,-0.0000000003,-0.0000000003
1341,-0.0000000004,-0.0000000004,-0.0000000004,-0.0000000004
1342,-0.0000000004,-0.0000000004,-0.0000000004,-0.0000000004
1343,-0.0000000004,-0.0000000004,-0.0000000004,-0.0000000004
1344,-0.0000000004,-0.0000000004,-0.0000000004,-0.0000000004
1345,-0.0000000004,-0.0000000004,-0.0000000004,-0.0000000004
1346,-0.0000000003,-0.0000000003,-0.0000000003,-0.0000000003
1347,-0.0000000002,-0.0000000002,-0.0000000002,-0.0000000002
1348,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1349,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1350,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1351,0.0000000002,0.0000000002,0.0000000002,0.0000000002
1352,0.0000000003,0.0000000003,0.0000000003,0.0000000003
1353,0.0000000003,0.0000000003,0.0000000003,0.0000000003
1354,0.0000000004,0.0000000004,0.0000000004,0.0000000004
1355,0.0000000004,0.0000000004,0.0000000004,0.0000000004
1356,0.0000000004,0.0000000004,0.0000000004,0.0000000004
1357,0.0000000003,0.0000000003,0.0000000003,0.0000000003
1358,0.0000000002,0.0000000002,0.0000000002,0.0000000002
1359,0.0000000002,0.0000000002,0.0000000002,0.0000000002
1360,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1361,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1362,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1363,-0.0000000002,-0.0000000002,-0.0000000002,-0.0000000002
1364,-0.0000000002,-0.0000000002,-0.0000000002,-0.0000000002
1365,-0.0000000003,-0.0000000003,-0.0000000003,-0.0000000003
1366,-0.0000000003,-0.0000000003,-0.0000000003,-0.0000000003
1367,-0.0000000003,-0.0000000003,-0.0000000003,-0.0000000003
1368,-0.0000000003,-0.0000000003,-0.0000000003,-0.0000000003
1369,-0.0000000003,-0.0000000003,-0.0000000003,-0.0000000003
1370,-0.0000000002,-0.0000000002,-0.0000000002,-0.0000000002
1371,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1372,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1373,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1374,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1375,0.0000000002,0.0000000002,0.0000000002,0.0000000002
1376,0.0000000002,0.0000000002,0.0000000002,0.0000000002
1377,0.0000000003,0.0000000003,0.0000000003,0.0000000002
1378,0.0000000003,0.0000000003,0.0000000003,0.0000000003
1379,0.0000000003,0.0000000003,0.0000000003,0.0000000003
1380,0.0000000003,0.0000000003,0.0000000003,0.0000000003
1381,0.0000000002,0.0000000002,0.0000000002,0.0000000002
1382,0.0000000002,0.0000000002,0.0000000002,0.0000000002
1383,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1384,0.0000000001,0.0000000001,0.0000000001,0.0000000000
1385,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1386,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1387,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1388,-0.0000000002,-0.0000000002,-0.0000000002,-0.0000000002
1389,-0.0000000002,-0.0000000002,-0.0000000002,-0.0000000002
1390,-0.0000000002,-0.0000000002,-0.0000000002,-0.0000000002
1391,-0.0000000002,-0.0000000002,-0.0000000002,-0.0000000002
1392,-0.0000000002,-0.0000000002,-0.0000000002,-0.0000000002
1393,-0.0000000002,-0.0000000002,-0.0000000002,-0.0000000002
1394,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1395,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1396,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1397,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1398,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1399,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1400,0.0000000002,0.0000000002,0.0000000002,0.0000000002
1401,0.0000000002,0.0000000002,0.0000000002,0.0000000002
1402,0.0000000002,0.0000000002,0.0000000002,0.0000000002
1403,0.0000000002,0.0000000002,0.0000000002,0.0000000002
1404,0.0000000002,0.0000000002,0.0000000002,0.0000000002
1405,0.0000000002,0.0000000002,0.0000000002,0.0000000002
1406,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1407,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1408,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1409,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1410,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1411,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1412,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1413,-0.0000000002,-0.0000000002,-0.0000000002,-0.0000000002
1414,-0.0000000002,-0.0000000002,-0.0000000002,-0.0000000002
1415,-0.0000000002,-0.0000000002,-0.0000000002,-0.0000000002
1416,-0.0000000002,-0.0000000002,-0.0000000002,-0.0000000002
1417,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1418,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1419,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1420,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1421,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1422,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1423,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1424,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1425,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1426,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1427,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1428,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1429,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1430,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1431,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1432,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1433,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1434,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1435,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1436,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1437,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1438,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1439,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1440,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1441,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1442,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1443,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1444,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1445,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1446,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1447,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1448,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1449,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1450,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1451,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1452,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1453,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1454,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1455,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1456,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1457,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1458,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1459,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1460,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1461,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1462,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1463,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1464,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1465,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1466,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1467,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1468,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1469,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1470,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1471,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1472,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1473,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1474,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1475,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1476,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1477,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1478,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1479,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1480,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1481,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1482,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1483,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1484,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1485,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1486,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1487,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1488,-0.0000000001,-0.0000000001,-0.0000000001,-0.0000000001
1489,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1490,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1491,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1492,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1493,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1494,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1495,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1496,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1497,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1498,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1499,0.0000000001,0.0000000001,0.0000000001,0.0000000001
1500,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1501,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1502,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1503,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1504,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1505,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1506,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1507,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1508,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1509,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1510,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1511,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1512,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1513,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1514,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1515,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1516,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1517,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1518,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1519,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1520,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1521,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1522,0.0000000000,0.0000000000,0.0000000000,0.0000000000
